FAC 1.1.5
Endian	= 0
TSess	= 1599226448
Type	= 1
Verbose	= 1
Fe Z	=  26.0
NBlocks	= 1
E0	= 0, -3.12294722E+04

NELE	= 10
NLEV	= 241
  ILEV  IBASE    ENERGY       P   VNL   2J
   217     -1  1.23746086E+03 0   504   10 1*2.2*7.5*1                      2s1.5g1                                          2s+1(1)1.5g+1(9)10
   218     -1  1.23746540E+03 0   504    8 1*2.2*7.5*1                      2s1.5g1                                          2s+1(1)1.5g+1(9)8
   219     -1  1.27457843E+03 0   600    2 1*2.2*7.6*1                      2s1.6s1                                          2s+1(1)1.6s+1(1)2
   220     -1  1.27513740E+03 0   600    0 1*2.2*7.6*1                      2s1.6s1                                          2s+1(1)1.6s+1(1)0
   221     -1  1.27833716E+03 1   601    0 1*2.2*7.6*1                      2s1.6p1                                          2s+1(1)1.6p-1(1)0
   222     -1  1.27837927E+03 1   601    2 1*2.2*7.6*1                      2s1.6p1                                          2s+1(1)1.6p-1(1)2
   223     -1  1.27864623E+03 1   601    4 1*2.2*7.6*1                      2s1.6p1                                          2s+1(1)1.6p+1(3)4
   224     -1  1.27880425E+03 1   601    2 1*2.2*7.6*1                      2s1.6p1                                          2s+1(1)1.6p+1(3)2
   225     -1  1.28297544E+03 0   602    2 1*2.2*7.6*1                      2s1.6d1                                          2s+1(1)1.6d-1(3)2
   226     -1  1.28299527E+03 0   602    4 1*2.2*7.6*1                      2s1.6d1                                          2s+1(1)1.6d-1(3)4
   227     -1  1.28303285E+03 0   602    6 1*2.2*7.6*1                      2s1.6d1                                          2s+1(1)1.6d+1(5)6
   228     -1  1.28344400E+03 0   602    4 1*2.2*7.6*1                      2s1.6d1                                          2s+1(1)1.6d+1(5)4
   229     -1  1.28511662E+03 1   603    4 1*2.2*7.6*1                      2s1.6f1                                          2s+1(1)1.6f-1(5)4
   230     -1  1.28512239E+03 1   603    6 1*2.2*7.6*1                      2s1.6f1                                          2s+1(1)1.6f-1(5)6
   231     -1  1.28513565E+03 1   603    8 1*2.2*7.6*1                      2s1.6f1                                          2s+1(1)1.6f+1(7)8
   232     -1  1.28520728E+03 1   603    6 1*2.2*7.6*1                      2s1.6f1                                          2s+1(1)1.6f+1(7)6
   233     -1  1.28540667E+03 0   604    8 1*2.2*7.6*1                      2s1.6g1                                          2s+1(1)1.6g-1(7)8
   234     -1  1.28540718E+03 0   604    6 1*2.2*7.6*1                      2s1.6g1                                          2s+1(1)1.6g-1(7)6
   235     -1  1.28541902E+03 0   604   10 1*2.2*7.6*1                      2s1.6g1                                          2s+1(1)1.6g+1(9)10
   236     -1  1.28542308E+03 0   604    8 1*2.2*7.6*1                      2s1.6g1                                          2s+1(1)1.6g+1(9)8
   237     -1  1.28546119E+03 1   605   10 1*2.2*7.6*1                      2s1.6h1                                          2s+1(1)1.6h-1(9)10
   238     -1  1.28546250E+03 1   605    8 1*2.2*7.6*1                      2s1.6h1                                          2s+1(1)1.6h-1(9)8
   239     -1  1.28547046E+03 1   605   12 1*2.2*7.6*1                      2s1.6h1                                          2s+1(1)1.6h+1(11)12
   240     -1  1.28547162E+03 1   605   10 1*2.2*7.6*1                      2s1.6h1                                          2s+1(1)1.6h+1(11)10
