FAC 1.1.5
Endian	= 0
TSess	= 1570375361
Type	= 1
Verbose	= 1
Ge Z	=  32.0
NBlocks	= 1
E0	= 0, -4.90495729E+04

NELE	= 10
NLEV	= 241
  ILEV  IBASE    ENERGY       P   VNL   2J
   213     -1  2.07859454E+03 1   503    8 1*2.2*7.5*1                      2s1.5f1                                          2s+1(1)1.5f+1(7)8
   214     -1  2.07876779E+03 1   503    6 1*2.2*7.5*1                      2s1.5f1                                          2s+1(1)1.5f+1(7)6
   215     -1  2.07930783E+03 0   504    8 1*2.2*7.5*1                      2s1.5g1                                          2s+1(1)1.5g-1(7)8
   216     -1  2.07930988E+03 0   504    6 1*2.2*7.5*1                      2s1.5g1                                          2s+1(1)1.5g-1(7)6
   217     -1  2.07938561E+03 0   504   10 1*2.2*7.5*1                      2s1.5g1                                          2s+1(1)1.5g+1(9)10
   218     -1  2.07939368E+03 0   504    8 1*2.2*7.5*1                      2s1.5g1                                          2s+1(1)1.5g+1(9)8
   219     -1  2.15138693E+03 0   600    2 1*2.2*7.6*1                      2s1.6s1                                          2s+1(1)1.6s+1(1)2
   220     -1  2.15215097E+03 0   600    0 1*2.2*7.6*1                      2s1.6s1                                          2s+1(1)1.6s+1(1)0
   221     -1  2.15665866E+03 1   601    0 1*2.2*7.6*1                      2s1.6p1                                          2s+1(1)1.6p-1(1)0
   222     -1  2.15672751E+03 1   601    2 1*2.2*7.6*1                      2s1.6p1                                          2s+1(1)1.6p-1(1)2
   223     -1  2.15753541E+03 1   601    4 1*2.2*7.6*1                      2s1.6p1                                          2s+1(1)1.6p+1(3)4
   224     -1  2.15773938E+03 1   601    2 1*2.2*7.6*1                      2s1.6p1                                          2s+1(1)1.6p+1(3)2
   225     -1  2.16345329E+03 0   602    2 1*2.2*7.6*1                      2s1.6d1                                          2s+1(1)1.6d-1(3)2
   226     -1  2.16351132E+03 0   602    4 1*2.2*7.6*1                      2s1.6d1                                          2s+1(1)1.6d-1(3)4
   227     -1  2.16364133E+03 0   602    6 1*2.2*7.6*1                      2s1.6d1                                          2s+1(1)1.6d+1(5)6
   228     -1  2.16418985E+03 0   602    4 1*2.2*7.6*1                      2s1.6d1                                          2s+1(1)1.6d+1(5)4
   229     -1  2.16669211E+03 1   603    4 1*2.2*7.6*1                      2s1.6f1                                          2s+1(1)1.6f-1(5)4
   230     -1  2.16670925E+03 1   603    6 1*2.2*7.6*1                      2s1.6f1                                          2s+1(1)1.6f-1(5)6
   231     -1  2.16676103E+03 1   603    8 1*2.2*7.6*1                      2s1.6f1                                          2s+1(1)1.6f+1(7)8
   232     -1  2.16687310E+03 1   603    6 1*2.2*7.6*1                      2s1.6f1                                          2s+1(1)1.6f+1(7)6
   233     -1  2.16720294E+03 0   604    8 1*2.2*7.6*1                      2s1.6g1                                          2s+1(1)1.6g-1(7)8
   234     -1  2.16720486E+03 0   604    6 1*2.2*7.6*1                      2s1.6g1                                          2s+1(1)1.6g-1(7)6
   235     -1  2.16724665E+03 0   604   10 1*2.2*7.6*1                      2s1.6g1                                          2s+1(1)1.6g+1(9)10
   236     -1  2.16725510E+03 0   604    8 1*2.2*7.6*1                      2s1.6g1                                          2s+1(1)1.6g+1(9)8
   237     -1  2.16729822E+03 1   605   10 1*2.2*7.6*1                      2s1.6h1                                          2s+1(1)1.6h-1(9)10
   238     -1  2.16730146E+03 1   605    8 1*2.2*7.6*1                      2s1.6h1                                          2s+1(1)1.6h-1(9)8
   239     -1  2.16732945E+03 1   605   12 1*2.2*7.6*1                      2s1.6h1                                          2s+1(1)1.6h+1(11)12
   240     -1  2.16733231E+03 1   605   10 1*2.2*7.6*1                      2s1.6h1                                          2s+1(1)1.6h+1(11)10
